CustomerID,Name,Email,Age,Gender,Location,PurchaseHistory,BrowsingBehavior,AmountSpent,MembershipTier
100018,Drew Martinez,irlkxbj@maixy.com,45,Female,Houston,Toothbrush,Beauty & Health,2716.21,Bronze
100037,Jessie Garcia,gcwndnb@nnxcl.com,62,Female,Chicago,Mystery,Books,3323.16,Gold
100024,Kris Martinez,birmcum@nuwmy.com,64,Non-binary,Houston,Skincare Set,Beauty & Health,4384.13,Platinum
100007,Quinn Davis,ychqyvt@cegyt.com,22,Female,Berlin,Dress,Fashion,2202.2,Platinum
100014,Toni Jones,nspeuzs@vxips.com,75,Male,Los Angeles,Dumbbells,Sports,3159.31,Bronze
100006,Peyton Johnson,xbyxiwj@cgonu.com,36,Female,Sydney,Science,Books,3603.79,Silver
100026,Jordan Johnson,fshekwz@bnkfl.com,62,,Toronto,Camera,Electronics,3238.32,Gold
100045,Reese Davis,stkyqtd@yygjv.com,71,Female,Los Angeles,Curtains,Home & Garden,3495.96,Gold
100014,Toni Jones,nspeuzs@vxips.com,75,Male,Los Angeles,Makeup Kit,Beauty & Health,1488.39,Bronze
100009,Shawn Garcia,excvaxp@zduur.com,26,Female,Houston,Yoga Mat,Sports,4811.7,Bronze
100036,Avery Miller,fkwdonm@alpsz.com,61,Male,Chicago,Toothbrush,Beauty & Health,3532.29,Platinum
100015,Casey Martinez,fzszqzx@jyyeo.com,47,Non-binary,New York,Gym Bag,Sports,4991.27,Silver
100049,Terry Davis,pyrgcho@bjtgp.com,65,Female,Berlin,Lamp,Home & Garden,308.89,Gold
100046,Casey Miller,kxbezgn@tpcnv.com,53,Non-binary,Toronto,Skincare Set,Beauty & Health,449.52,Silver
100019,Reese Johnson,ofsneor@unukw.com,44,Female,Los Angeles,Chair,Home & Garden,1580.89,Platinum
100047,Brook Williams,kegrgrl@dshkl.com,22,Non-binary,Sydney,Dress,Fashion,1707.75,Bronze
100010,Drew Jones,zriftbd@rrcra.com,58,Male,Sydney,Smartphone,Electronics,3749.12,Silver
100033,Marley Hernandez,qvcaudk@qkuhg.com,74,Male,Phoenix,Smartphone,Electronics,3390.1,Bronze
100026,Jordan Johnson,fshekwz@bnkfl.com,62,,Toronto,Chair,Home & Garden,2258.62,Gold
100000,Riley Hernandez,domouob@sydmm.com,59,Male,London,Running Shoes,Sports,1971.91,Platinum
100031,Reese Miller,wnniqsj@wwpfm.com,33,Male,Berlin,Curtains,Home & Garden,3058.69,Bronze
100029,Phoenix Brown,xqidmzf@azjvb.com,35,Female,New York,Camera,Electronics,1172.78,Platinum
100049,Terry Davis,pyrgcho@bjtgp.com,65,Female,Berlin,Perfume,Beauty & Health,4887.92,Gold
100047,Brook Williams,kegrgrl@dshkl.com,22,Non-binary,Sydney,Yoga Mat,Sports,1912.3,Bronze
100047,Brook Williams,kegrgrl@dshkl.com,22,Non-binary,Sydney,Science,Books,2531.6,Bronze
100024,Kris Martinez,birmcum@nuwmy.com,64,Non-binary,Houston,Skincare Set,Beauty & Health,1731.55,Platinum
100026,Jordan Johnson,fshekwz@bnkfl.com,62,,Toronto,Coffee Table,Home & Garden,797.5,Gold
100026,Jordan Johnson,fshekwz@bnkfl.com,62,,Toronto,Science,Books,3739.19,Gold
100041,Morgan Hernandez,jcuvyki@jwhru.com,73,Female,Toronto,Shoes,Fashion,902.97,Gold
100047,Brook Williams,kegrgrl@dshkl.com,22,Non-binary,Sydney,Fitness Tracker,Sports,3501.55,Bronze
100046,Casey Miller,kxbezgn@tpcnv.com,53,Non-binary,Toronto,Dress,Fashion,97.43,Silver
100006,Peyton Johnson,xbyxiwj@cgonu.com,36,Female,Sydney,Tablet,Electronics,2502.09,Silver
100026,Jordan Johnson,fshekwz@bnkfl.com,62,,Toronto,Smartphone,Electronics,1606.44,Gold
100015,Casey Martinez,fzszqzx@jyyeo.com,47,Non-binary,New York,Jeans,Fashion,2639.74,Silver
100033,Marley Hernandez,qvcaudk@qkuhg.com,74,Male,Phoenix,Shoes,Fashion,1999.85,Bronze
100013,Taylor Hernandez,yipnjfk@lolld.com,36,Male,Toronto,Jacket,Fashion,3568.37,Gold
100023,Toni Smith,otysxfh@zabgw.com,66,Female,London,Jacket,Fashion,111.39,Silver
100040,River Miller,uewpbfu@vkyke.com,23,Female,Sydney,Coffee Table,Home & Garden,2798.76,Silver
100022,Tatum Brown,evdqevo@hzvzl.com,59,Male,New York,Smartphone,Electronics,118.82,Bronze
100040,River Miller,uewpbfu@vkyke.com,23,Female,Sydney,Running Shoes,Sports,2479.78,Silver
100006,Peyton Johnson,xbyxiwj@cgonu.com,36,Female,Sydney,Sofa,Home & Garden,2304.41,Silver
100003,Ash Garcia,uyqtudp@ncqpu.com,73,Non-binary,Houston,Yoga Mat,Sports,3289.28,Silver
100006,Peyton Johnson,xbyxiwj@cgonu.com,36,Female,Sydney,Lamp,Home & Garden,2333.71,Silver
100014,Toni Jones,nspeuzs@vxips.com,75,Male,Los Angeles,Sofa,Home & Garden,4148.64,Bronze
100047,Brook Williams,kegrgrl@dshkl.com,22,Non-binary,Sydney,Sofa,Home & Garden,2716.95,Bronze
100027,Rowan Jones,dqynvpl@vctnm.com,62,,Phoenix,Makeup Kit,Beauty & Health,4112.99,Bronze
100015,Casey Martinez,fzszqzx@jyyeo.com,47,Non-binary,New York,Makeup Kit,Beauty & Health,2388.38,Silver
100018,Drew Martinez,irlkxbj@maixy.com,45,Female,Houston,Toothbrush,Beauty & Health,992.48,Bronze
100005,Dani Davis,whcnhyq@wjcfo.com,74,Male,New York,Children's Book,Books,278.36,Platinum
100011,Kris Hernandez,erxwzdl@npgsl.com,46,Non-binary,London,Shoes,Fashion,4353.8,Bronze
100041,Morgan Hernandez,jcuvyki@jwhru.com,73,Female,Toronto,Fitness Tracker,Sports,3969.58,Gold
100012,Jamie Jones,kpnqyce@mxafx.com,26,,Los Angeles,Chair,Home & Garden,2616.69,Silver
100006,Peyton Johnson,xbyxiwj@cgonu.com,36,Female,Sydney,Perfume,Beauty & Health,4228.71,Silver
100000,Riley Hernandez,domouob@sydmm.com,59,Male,London,Smartwatch,Electronics,1982.54,Platinum
100040,River Miller,uewpbfu@vkyke.com,23,Female,Sydney,Mystery,Books,2072.21,Silver
100012,Jamie Jones,kpnqyce@mxafx.com,26,,Los Angeles,Headphones,Electronics,4249.53,Silver
100049,Terry Davis,pyrgcho@bjtgp.com,65,Female,Berlin,Fiction,Books,3899.82,Gold
100049,Terry Davis,pyrgcho@bjtgp.com,65,Female,Berlin,Dumbbells,Sports,3100.53,Gold
100030,Cory Williams,lzboqoe@xfpfw.com,46,Non-binary,Los Angeles,Smartwatch,Electronics,3458.91,Platinum
100024,Kris Martinez,birmcum@nuwmy.com,64,Non-binary,Houston,Hair Dryer,Beauty & Health,1070.62,Platinum
100049,Terry Davis,pyrgcho@bjtgp.com,65,Female,Berlin,Dumbbells,Sports,2366.01,Gold
100019,Reese Johnson,ofsneor@unukw.com,44,Female,Los Angeles,Hair Dryer,Beauty & Health,989.81,Platinum
100046,Casey Miller,kxbezgn@tpcnv.com,53,Non-binary,Toronto,Smartwatch,Electronics,1201.45,Silver
100012,Jamie Jones,kpnqyce@mxafx.com,26,,Los Angeles,Fiction,Books,735.42,Silver
100015,Casey Martinez,fzszqzx@jyyeo.com,47,Non-binary,New York,Tablet,Electronics,4312.98,Silver
100030,Cory Williams,lzboqoe@xfpfw.com,46,Non-binary,Los Angeles,Chair,Home & Garden,4855.12,Platinum
100035,Dani Brown,zglvvgq@vzrii.com,18,Non-binary,Phoenix,Gym Bag,Sports,1076.6,Platinum
100014,Toni Jones,nspeuzs@vxips.com,75,Male,Los Angeles,Dress,Fashion,435.26,Bronze
100010,Drew Jones,zriftbd@rrcra.com,58,Male,Sydney,Non-Fiction,Books,1410.37,Silver
100006,Peyton Johnson,xbyxiwj@cgonu.com,36,Female,Sydney,Shoes,Fashion,1544.1,Silver
100046,Casey Miller,kxbezgn@tpcnv.com,53,Non-binary,Toronto,Toothbrush,Beauty & Health,4246.59,Silver
100030,Cory Williams,lzboqoe@xfpfw.com,46,Non-binary,Los Angeles,Coffee Table,Home & Garden,2655.28,Platinum
100005,Dani Davis,whcnhyq@wjcfo.com,74,Male,New York,Yoga Mat,Sports,86.17,Platinum
100047,Brook Williams,kegrgrl@dshkl.com,22,Non-binary,Sydney,Hair Dryer,Beauty & Health,2190.61,Bronze
100003,Ash Garcia,uyqtudp@ncqpu.com,73,Non-binary,Houston,Makeup Kit,Beauty & Health,925.89,Silver
100005,Dani Davis,whcnhyq@wjcfo.com,74,Male,New York,Perfume,Beauty & Health,3614.15,Platinum
100027,Rowan Jones,dqynvpl@vctnm.com,62,,Phoenix,Chair,Home & Garden,90.24,Bronze
100027,Rowan Jones,dqynvpl@vctnm.com,62,,Phoenix,Toothbrush,Beauty & Health,2617.95,Bronze
100004,Reese Hernandez,mmrkwea@prbmg.com,40,Female,Sydney,Dress,Fashion,4594.46,Bronze
100019,Reese Johnson,ofsneor@unukw.com,44,Female,Los Angeles,Dress,Fashion,4681.05,Platinum
100005,Dani Davis,whcnhyq@wjcfo.com,74,Male,New York,Headphones,Electronics,4611.03,Platinum
100047,Brook Williams,kegrgrl@dshkl.com,22,Non-binary,Sydney,Tablet,Electronics,3297.04,Bronze
100049,Terry Davis,pyrgcho@bjtgp.com,65,Female,Berlin,Watch,Fashion,4740.94,Gold
100028,Phoenix Garcia,bshjkjb@bsghl.com,19,Male,Phoenix,Biography,Books,907.28,Silver
100024,Kris Martinez,birmcum@nuwmy.com,64,Non-binary,Houston,Yoga Mat,Sports,4298.42,Platinum
100045,Reese Davis,stkyqtd@yygjv.com,71,Female,Los Angeles,Chair,Home & Garden,4687.87,Gold
100037,Jessie Garcia,gcwndnb@nnxcl.com,62,Female,Chicago,Sofa,Home & Garden,3512.32,Gold
100014,Toni Jones,nspeuzs@vxips.com,75,Male,Los Angeles,Toothbrush,Beauty & Health,3871.65,Bronze
100034,Jordan Brown,pgqvnah@ubeqa.com,68,Non-binary,Sydney,Handbag,Fashion,4726.46,Bronze
100028,Phoenix Garcia,bshjkjb@bsghl.com,19,Male,Phoenix,Gym Bag,Sports,4573.59,Silver
100013,Taylor Hernandez,yipnjfk@lolld.com,36,Male,Toronto,Gym Bag,Sports,3856.2,Gold
100014,Toni Jones,nspeuzs@vxips.com,75,Male,Los Angeles,Biography,Books,3961.06,Bronze
100022,Tatum Brown,evdqevo@hzvzl.com,59,Male,New York,Coffee Table,Home & Garden,3244.2,Bronze
100005,Dani Davis,whcnhyq@wjcfo.com,74,Male,New York,Dumbbells,Sports,952.74,Platinum
100010,Drew Jones,zriftbd@rrcra.com,58,Male,Sydney,Dumbbells,Sports,4420.18,Silver
100047,Brook Williams,kegrgrl@dshkl.com,22,Non-binary,Sydney,Jacket,Fashion,679.43,Bronze
100000,Riley Hernandez,domouob@sydmm.com,59,Male,London,Laptop,Electronics,1466.27,Platinum
100015,Casey Martinez,fzszqzx@jyyeo.com,47,Non-binary,New York,Yoga Mat,Sports,3837.17,Silver
100025,Jane Garcia,mmghilg@wvwqz.com,30,Female,Houston,T-shirt,Fashion,912.63,Platinum
100012,Jamie Jones,kpnqyce@mxafx.com,26,,Los Angeles,Shoes,Fashion,4293.43,Silver
100024,Kris Martinez,birmcum@nuwmy.com,64,Non-binary,Houston,Hair Dryer,Beauty & Health,893.86,Platinum
100010,Drew Jones,zriftbd@rrcra.com,58,Male,Sydney,Shoes,Fashion,1178.21,Silver
100019,Reese Johnson,ofsneor@unukw.com,44,Female,Los Angeles,Cookware,Home & Garden,4019.95,Platinum
100004,Reese Hernandez,mmrkwea@prbmg.com,40,Female,Sydney,Hair Dryer,Beauty & Health,4450.26,Bronze
100009,Shawn Garcia,excvaxp@zduur.com,26,Female,Houston,Tablet,Electronics,3086.25,Bronze
100041,Morgan Hernandez,jcuvyki@jwhru.com,73,Female,Toronto,Cookware,Home & Garden,141.7,Gold
100005,Dani Davis,whcnhyq@wjcfo.com,74,Male,New York,Dumbbells,Sports,376.03,Platinum
100030,Cory Williams,lzboqoe@xfpfw.com,46,Non-binary,Los Angeles,Handbag,Fashion,3269.9,Platinum
100037,Jessie Garcia,gcwndnb@nnxcl.com,62,Female,Chicago,Running Shoes,Sports,3777.18,Gold
100003,Ash Garcia,uyqtudp@ncqpu.com,73,Non-binary,Houston,Headphones,Electronics,3445.85,Silver
100033,Marley Hernandez,qvcaudk@qkuhg.com,74,Male,Phoenix,Headphones,Electronics,1344.28,Bronze
100022,Tatum Brown,evdqevo@hzvzl.com,59,Male,New York,Sofa,Home & Garden,3998.83,Bronze
100016,Taylor Garcia,zzgymct@rkrvt.com,40,Female,London,Yoga Mat,Sports,392.05,Gold
100019,Reese Johnson,ofsneor@unukw.com,44,Female,Los Angeles,Biography,Books,755.05,Platinum
100020,Phoenix Jones,cpfngvw@gxosc.com,26,Female,New York,Laptop,Electronics,3345.81,Platinum
100009,Shawn Garcia,excvaxp@zduur.com,26,Female,Houston,Sofa,Home & Garden,2363.21,Bronze
100006,Peyton Johnson,xbyxiwj@cgonu.com,36,Female,Sydney,Toothbrush,Beauty & Health,3079.13,Silver
100005,Dani Davis,whcnhyq@wjcfo.com,74,Male,New York,Toothbrush,Beauty & Health,1936.27,Platinum
100015,Casey Martinez,fzszqzx@jyyeo.com,47,Non-binary,New York,Dumbbells,Sports,4238.17,Silver
100040,River Miller,uewpbfu@vkyke.com,23,Female,Sydney,Laptop,Electronics,2543.67,Silver
100036,Avery Miller,fkwdonm@alpsz.com,61,Male,Chicago,Camera,Electronics,3766.03,Platinum
100023,Toni Smith,otysxfh@zabgw.com,66,Female,London,Cookware,Home & Garden,2244.33,Silver
100047,Brook Williams,kegrgrl@dshkl.com,22,Non-binary,Sydney,Tablet,Electronics,3057.1,Bronze
100036,Avery Miller,fkwdonm@alpsz.com,61,Male,Chicago,Headphones,Electronics,3804.76,Platinum
100018,Drew Martinez,irlkxbj@maixy.com,45,Female,Houston,Jacket,Fashion,2438.2,Bronze
100002,Drew Williams,xkhoqzs@cnkyd.com,55,,Sydney,Skincare Set,Beauty & Health,4573.8,Gold
100030,Cory Williams,lzboqoe@xfpfw.com,46,Non-binary,Los Angeles,Science,Books,2161.15,Platinum
100038,Bailey Martinez,llubjjn@iwrbd.com,63,Non-binary,New York,Jacket,Fashion,2187.21,Bronze
100038,Bailey Martinez,llubjjn@iwrbd.com,63,Non-binary,New York,Gym Bag,Sports,1900.23,Bronze
100019,Reese Johnson,ofsneor@unukw.com,44,Female,Los Angeles,Cookware,Home & Garden,3899.09,Platinum
100005,Dani Davis,whcnhyq@wjcfo.com,74,Male,New York,Dumbbells,Sports,2053.07,Platinum
100024,Kris Martinez,birmcum@nuwmy.com,64,Non-binary,Houston,Lamp,Home & Garden,1884.29,Platinum
100027,Rowan Jones,dqynvpl@vctnm.com,62,,Phoenix,Mystery,Books,2597.66,Bronze
100003,Ash Garcia,uyqtudp@ncqpu.com,73,Non-binary,Houston,Sofa,Home & Garden,3609.77,Silver
100040,River Miller,uewpbfu@vkyke.com,23,Female,Sydney,Science,Books,3443.57,Silver
100019,Reese Johnson,ofsneor@unukw.com,44,Female,Los Angeles,Yoga Mat,Sports,2842.72,Platinum
100018,Drew Martinez,irlkxbj@maixy.com,45,Female,Houston,Camera,Electronics,3618.88,Bronze
100031,Reese Miller,wnniqsj@wwpfm.com,33,Male,Berlin,Chair,Home & Garden,1108.97,Bronze
100031,Reese Miller,wnniqsj@wwpfm.com,33,Male,Berlin,Skincare Set,Beauty & Health,4606.12,Bronze
100042,Robin Hernandez,vuersmk@wtjna.com,47,,New York,Curtains,Home & Garden,4083.22,Silver
100045,Reese Davis,stkyqtd@yygjv.com,71,Female,Los Angeles,Handbag,Fashion,2939.26,Gold
100025,Jane Garcia,mmghilg@wvwqz.com,30,Female,Houston,Smartwatch,Electronics,4558.44,Platinum
100013,Taylor Hernandez,yipnjfk@lolld.com,36,Male,Toronto,Headphones,Electronics,1090.73,Gold
100047,Brook Williams,kegrgrl@dshkl.com,22,Non-binary,Sydney,Skincare Set,Beauty & Health,3309.62,Bronze
100024,Kris Martinez,birmcum@nuwmy.com,64,Non-binary,Houston,Smartwatch,Electronics,2485.18,Platinum
100031,Reese Miller,wnniqsj@wwpfm.com,33,Male,Berlin,Lamp,Home & Garden,1610.19,Bronze
100013,Taylor Hernandez,yipnjfk@lolld.com,36,Male,Toronto,Skincare Set,Beauty & Health,4043.31,Gold
100015,Casey Martinez,fzszqzx@jyyeo.com,47,Non-binary,New York,Headphones,Electronics,4968.6,Silver
100018,Drew Martinez,irlkxbj@maixy.com,45,Female,Houston,Perfume,Beauty & Health,651.22,Bronze
100017,Rowan Johnson,imtniuu@dooku.com,32,Female,Berlin,Lamp,Home & Garden,4738.67,Bronze
100036,Avery Miller,fkwdonm@alpsz.com,61,Male,Chicago,Tablet,Electronics,1827.2,Platinum
100049,Terry Davis,pyrgcho@bjtgp.com,65,Female,Berlin,Mystery,Books,4378.31,Gold
100012,Jamie Jones,kpnqyce@mxafx.com,26,,Los Angeles,Biography,Books,2056.94,Silver
100019,Reese Johnson,ofsneor@unukw.com,44,Female,Los Angeles,Perfume,Beauty & Health,1844.72,Platinum
100045,Reese Davis,stkyqtd@yygjv.com,71,Female,Los Angeles,Cookware,Home & Garden,3068.0,Gold
100031,Reese Miller,wnniqsj@wwpfm.com,33,Male,Berlin,Fitness Tracker,Sports,339.61,Bronze
100026,Jordan Johnson,fshekwz@bnkfl.com,62,,Toronto,Skincare Set,Beauty & Health,3031.99,Gold
100028,Phoenix Garcia,bshjkjb@bsghl.com,19,Male,Phoenix,Curtains,Home & Garden,3214.47,Silver
100031,Reese Miller,wnniqsj@wwpfm.com,33,Male,Berlin,Chair,Home & Garden,1955.03,Bronze
100007,Quinn Davis,ychqyvt@cegyt.com,22,Female,Berlin,T-shirt,Fashion,4579.6,Platinum
100009,Shawn Garcia,excvaxp@zduur.com,26,Female,Houston,Yoga Mat,Sports,1398.63,Bronze
100046,Casey Miller,kxbezgn@tpcnv.com,53,Non-binary,Toronto,Non-Fiction,Books,69.51,Silver
100036,Avery Miller,fkwdonm@alpsz.com,61,Male,Chicago,Running Shoes,Sports,3484.44,Platinum
100046,Casey Miller,kxbezgn@tpcnv.com,53,Non-binary,Toronto,Curtains,Home & Garden,1527.56,Silver
100006,Peyton Johnson,xbyxiwj@cgonu.com,36,Female,Sydney,Jacket,Fashion,1891.11,Silver
100000,Riley Hernandez,domouob@sydmm.com,59,Male,London,Yoga Mat,Sports,685.24,Platinum
100006,Peyton Johnson,xbyxiwj@cgonu.com,36,Female,Sydney,Hair Dryer,Beauty & Health,756.85,Silver
100037,Jessie Garcia,gcwndnb@nnxcl.com,62,Female,Chicago,Cookware,Home & Garden,2114.93,Gold
100029,Phoenix Brown,xqidmzf@azjvb.com,35,Female,New York,Hair Dryer,Beauty & Health,3236.64,Platinum
100037,Jessie Garcia,gcwndnb@nnxcl.com,62,Female,Chicago,Jacket,Fashion,2061.6,Gold
100032,Leslie Hernandez,yfdquqf@hjdfb.com,69,Male,Los Angeles,Toothbrush,Beauty & Health,901.33,Bronze
100038,Bailey Martinez,llubjjn@iwrbd.com,63,Non-binary,New York,Children's Book,Books,1432.02,Bronze
100046,Casey Miller,kxbezgn@tpcnv.com,53,Non-binary,Toronto,Hair Dryer,Beauty & Health,2533.35,Silver
100010,Drew Jones,zriftbd@rrcra.com,58,Male,Sydney,Handbag,Fashion,752.71,Silver
100003,Ash Garcia,uyqtudp@ncqpu.com,73,Non-binary,Houston,Fitness Tracker,Sports,4047.8,Silver
100004,Reese Hernandez,mmrkwea@prbmg.com,40,Female,Sydney,Tablet,Electronics,4935.8,Bronze
100004,Reese Hernandez,mmrkwea@prbmg.com,40,Female,Sydney,Jacket,Fashion,774.98,Bronze
100006,Peyton Johnson,xbyxiwj@cgonu.com,36,Female,Sydney,Yoga Mat,Sports,1689.73,Silver
100012,Jamie Jones,kpnqyce@mxafx.com,26,,Los Angeles,Curtains,Home & Garden,462.32,Silver
100028,Phoenix Garcia,bshjkjb@bsghl.com,19,Male,Phoenix,Curtains,Home & Garden,361.22,Silver
100045,Reese Davis,stkyqtd@yygjv.com,71,Female,Los Angeles,Sofa,Home & Garden,1262.55,Gold
100005,Dani Davis,whcnhyq@wjcfo.com,74,Male,New York,Children's Book,Books,1471.19,Platinum
100000,Riley Hernandez,domouob@sydmm.com,59,Male,London,Fiction,Books,3049.51,Platinum
100018,Drew Martinez,irlkxbj@maixy.com,45,Female,Houston,Perfume,Beauty & Health,2482.6,Bronze
100040,River Miller,uewpbfu@vkyke.com,23,Female,Sydney,Cookware,Home & Garden,3236.85,Silver
100013,Taylor Hernandez,yipnjfk@lolld.com,36,Male,Toronto,Skincare Set,Beauty & Health,2162.89,Gold
100045,Reese Davis,stkyqtd@yygjv.com,71,Female,Los Angeles,Dumbbells,Sports,4226.04,Gold
100026,Jordan Johnson,fshekwz@bnkfl.com,62,,Toronto,Watch,Fashion,3114.45,Gold
100037,Jessie Garcia,gcwndnb@nnxcl.com,62,Female,Chicago,Yoga Mat,Sports,159.81,Gold
100020,Phoenix Jones,cpfngvw@gxosc.com,26,Female,New York,Yoga Mat,Sports,3564.21,Platinum
100030,Cory Williams,lzboqoe@xfpfw.com,46,Non-binary,Los Angeles,Dress,Fashion,731.04,Platinum
100013,Taylor Hernandez,yipnjfk@lolld.com,36,Male,Toronto,Curtains,Home & Garden,3521.89,Gold
100032,Leslie Hernandez,yfdquqf@hjdfb.com,69,Male,Los Angeles,Yoga Mat,Sports,2835.73,Bronze
100038,Bailey Martinez,llubjjn@iwrbd.com,63,Non-binary,New York,Toothbrush,Beauty & Health,156.8,Bronze
100006,Peyton Johnson,xbyxiwj@cgonu.com,36,Female,Sydney,Dumbbells,Sports,1579.18,Silver
100015,Casey Martinez,fzszqzx@jyyeo.com,47,Non-binary,New York,Hair Dryer,Beauty & Health,4138.74,Silver
100031,Reese Miller,wnniqsj@wwpfm.com,33,Male,Berlin,Yoga Mat,Sports,1895.8,Bronze
100040,River Miller,uewpbfu@vkyke.com,23,Female,Sydney,Chair,Home & Garden,3466.0,Silver
100018,Drew Martinez,irlkxbj@maixy.com,45,Female,Houston,Toothbrush,Beauty & Health,2428.01,Bronze
100044,Blake Hernandez,krpcror@aehto.com,33,Male,London,Hair Dryer,Beauty & Health,1917.08,Gold
100006,Peyton Johnson,xbyxiwj@cgonu.com,36,Female,Sydney,Handbag,Fashion,1470.38,Silver
100003,Ash Garcia,uyqtudp@ncqpu.com,73,Non-binary,Houston,Makeup Kit,Beauty & Health,4840.36,Silver
100002,Drew Williams,xkhoqzs@cnkyd.com,55,,Sydney,Gym Bag,Sports,4986.9,Gold
100043,Bailey Smith,obmzqng@nsijg.com,39,Non-binary,Toronto,Fitness Tracker,Sports,3092.78,Bronze
100029,Phoenix Brown,xqidmzf@azjvb.com,35,Female,New York,Camera,Electronics,943.69,Platinum
100034,Jordan Brown,pgqvnah@ubeqa.com,68,Non-binary,Sydney,Jacket,Fashion,1718.74,Bronze
100030,Cory Williams,lzboqoe@xfpfw.com,46,Non-binary,Los Angeles,Perfume,Beauty & Health,4408.1,Platinum
100019,Reese Johnson,ofsneor@unukw.com,44,Female,Los Angeles,Children's Book,Books,377.06,Platinum
100023,Toni Smith,otysxfh@zabgw.com,66,Female,London,Jeans,Fashion,1668.19,Silver
100019,Reese Johnson,ofsneor@unukw.com,44,Female,Los Angeles,Yoga Mat,Sports,426.57,Platinum
100010,Drew Jones,zriftbd@rrcra.com,58,Male,Sydney,Smartphone,Electronics,2197.85,Silver
100026,Jordan Johnson,fshekwz@bnkfl.com,62,,Toronto,Sofa,Home & Garden,1859.95,Gold
100024,Kris Martinez,birmcum@nuwmy.com,64,Non-binary,Houston,Makeup Kit,Beauty & Health,861.19,Platinum
